key,ts,deleted,ko,ko_ts,en,en_ts
ev1.page1.cmd0,1772358792,,"\c[14]【얼음 미끄럼】\c[0]
얼음판 위를 미끄러지며 목표 지점에 도달하세요.
방향키로 이동하면 벽이나 바위에 닿을 때까지
미끄러집니다. 목표(★)에 도달하면 성공!",1772358792,,0
ev1.page1.cmd5.ch0,1772358792,,이동,1772358792,,0
ev1.page1.cmd5.ch1,1772358792,,취소,1772358792,,0
ev1.page2.cmd0,1772358792,,\c[4][완료]\c[0] 이미 풀린 퍼즐입니다.,1772358792,,0
ev3.page1.cmd0,1772358792,,"\c[14]【얼음 미끄럼】\c[0]
얼음판에서 방향키를 누르면 벽이나 바위에
닿을 때까지 미끄러집니다.
★ 목표 지점에 도달하면 퍼즐 완료!",1772358792,,0
ev4.page1.cmd0,1772358792,,"\c[3][슬라이딩 퍼즐]\c[0]
이 퍼즐로 이동하시겠습니까?",1772358792,,0
ev4.page1.cmd3.ch0,1772358792,,이동,1772358792,,0
ev4.page1.cmd3.ch1,1772358792,,취소,1772358792,,0
ev5.page1.cmd0,1772358792,,"\c[3][Lights Out]\c[0]
이 퍼즐로 이동하시겠습니까?",1772358792,,0
ev5.page1.cmd3.ch0,1772358792,,이동,1772358792,,0
ev5.page1.cmd3.ch1,1772358792,,취소,1772358792,,0
ev6.page1.cmd0,1772358792,,"\c[3][소코반]\c[0]
이 퍼즐로 이동하시겠습니까?",1772358792,,0
ev6.page1.cmd3.ch0,1772358792,,이동,1772358792,,0
ev6.page1.cmd3.ch1,1772358792,,취소,1772358792,,0
ev7.page1.cmd0,1772358792,,"\c[3][잠금장치]\c[0]
이 퍼즐로 이동하시겠습니까?",1772358792,,0
ev7.page1.cmd3.ch0,1772358792,,이동,1772358792,,0
ev7.page1.cmd3.ch1,1772358792,,취소,1772358792,,0
ev8.page1.cmd0,1772358792,,"\c[3][기억 게임]\c[0]
이 퍼즐로 이동하시겠습니까?",1772358792,,0
ev8.page1.cmd3.ch0,1772358792,,이동,1772358792,,0
ev8.page1.cmd3.ch1,1772358792,,취소,1772358792,,0
ev9.page1.cmd0,1772358792,,"\c[3][낚시]\c[0]
이 미니게임으로 이동하시겠습니까?",1772358792,,0
ev9.page1.cmd3.ch0,1772358792,,이동,1772358792,,0
ev9.page1.cmd3.ch1,1772358792,,취소,1772358792,,0
