key,ts,deleted,ko,ko_ts,en,en_ts
ev1.page1.cmd9,1771910389,,"눈앞이 환한 빛으로 가득 차오른다...
그리고 낯선 장소에 서 있었다.",1771910389,,0
ev1.page1.cmd13,1771910389,,"오오...! 드디어 이세계의 용사가 강림하셨군요!
나는 아르테시아 왕국의 국왕 레이나르트요.",1771910389,,0
ev1.page1.cmd16,1771910389,,"이 왕국은 마왕 발로르의 군대에 의해 위기에 처해 있소이다.
부디 그대의 힘으로 마왕을 무찔러 주시오!",1771910389,,0
ev2.page1.cmd0,1771910393,,"그대가 이세계에서 온 용사로군요. 나는 국왕 레이나르트요.
마왕 발로르는 북쪽 암흑 성채에 거하고 있소.",1771910393,,0
ev2.page1.cmd3,1771910393,,왕국의 운명을 그대에게 맡기겠소. 부디 살아 돌아오시오.,1771910393,,0
ev3.page1.cmd0,1771910396,,"용사여, 저는 왕비 엘레나입니다.
마왕에게 빼앗긴 백성들의 웃음을 되찾아 주세요.",1771910396,,0
ev3.page1.cmd3,1771910396,,왕국의 기사들이 도움이 될 것입니다. 부디 조심하세요.,1771910396,,0
ev4.page1.cmd0,1771910402,,"용사님, 저는 왕국 재상 오드리입니다.
마왕 토벌에 필요한 준비는 왕국이 지원하겠습니다.
이 성 안의 동료들과 꼭 이야기해 보세요.",1771910402,,0
ev5.page1.cmd0,1771910405,,"저는 왕국 기사단장 가빈이옵니다.
마왕의 군세는 강합니다. 부디 믿을 수 있는 동료들과
함께하시길 바랍니다.",1771910405,,0
ev6.page1.cmd0,1771910416,,"...당신이 이세계에서 소환된 용사군요.
저는 테레즈. 왕국 소속 궁정 마법사입니다.",1771910416,,0
ev6.page1.cmd3,1771910416,,"마왕은 고대 봉인 마법으로 자신을 지키고 있습니다.
그 봉인을 푸는 방법을 저만이 알고 있어요.",1771910416,,0
ev6.page1.cmd6,1771910416,,저를 파티에 데려가 주세요. 반드시 도움이 될 겁니다.,1771910416,,0
ev6.page1.cmd8.ch0,1771910416,,함께 가자,1771910416,,0
ev6.page1.cmd8.ch1,1771910416,,아직은 됐어,1771910416,,0
ev6.page1.cmd12,1771910416,,"감사합니다, 용사님! 마법으로 힘껏 돕겠습니다!",1771910416,,0
ev6.page1.cmd16,1771910416,,...알겠습니다. 마음이 바뀌시면 언제든지요.,1771910416,,0
ev6.page2.cmd0,1771910416,,"봉인 해제는 맡겨두세요. 함께 싸웁시다, 용사님!",1771910416,,0
ev7.page1.cmd0,1771910428,,"흥. 이세계 사람이 용사라고?
나는 마샤. 어느 나라에도 소속 안 된 방랑 검사야.",1771910428,,0
ev7.page1.cmd3,1771910428,,"마왕? 혼자서도 해치울 수 있다고. 근데...
마왕 성채 입구에 봉인 마법이 걸려 있더라고.",1771910428,,0
ev7.page1.cmd6,1771910428,,어쩔 수 없이 같이 가 줄게. 내 앞길에 간섭하지 마.,1771910428,,0
ev7.page1.cmd8.ch0,1771910428,,함께 가자,1771910428,,0
ev7.page1.cmd8.ch1,1771910428,,아직은 됐어,1771910428,,0
ev7.page1.cmd12,1771910428,,"...뭐, 나쁘지 않군. 쓸모 있을 것 같기도 하고.",1771910428,,0
ev7.page1.cmd16,1771910428,,그래? 언제든지 마음 바뀌면 와.,1771910428,,0
ev7.page2.cmd0,1771910428,,마왕 성채까지 내가 앞장서 줄게. 걱정 마.,1771910428,,0
ev8.page1.cmd0,1771910438,,"당신이 소환된 용사로군요. 저는 루셔스.
아르테시아 왕국 기사단 부단장입니다.",1771910438,,0
ev8.page1.cmd3,1771910438,,"솔직히 말씀드리겠습니다. 3년 전 마왕의 습격으로
저의 마을이 전멸했습니다. 반드시 복수하겠습니다.",1771910438,,0
ev8.page1.cmd6,1771910438,,저를 파티에 받아주십시오. 칼 하나는 자신 있습니다.,1771910438,,0
ev8.page1.cmd8.ch0,1771910438,,함께 가자,1771910438,,0
ev8.page1.cmd8.ch1,1771910438,,아직은 됐어,1771910438,,0
ev8.page1.cmd12,1771910438,,"감사합니다! 이 루셔스, 혼신을 다해 싸우겠습니다!",1771910438,,0
ev8.page1.cmd16,1771910438,,...이해합니다. 언제든지 찾아오십시오.,1771910438,,0
ev8.page2.cmd0,1771910438,,복수의 날이 머지않았습니다. 함께 싸웁시다!,1771910438,,0
