key,ts,deleted,ko,ko_ts,en,en_ts
ev1.page1.cmd0,1772343582,,"\c[14]【파이프 퍼즐】\c[0]
파이프 타일을 클릭해 회전시켜
S(시작)에서 E(끝)까지 파이프를 연결하세요.
클릭 또는 화살표+Enter로 회전.
도전하시겠습니까?",1772343582,,0
ev1.page1.cmd6.ch0,1772343582,,도전,1772343582,,0
ev1.page1.cmd6.ch1,1772343582,,취소,1772343582,,0
ev1.page2.cmd0,1772343582,,\c[4][완료]\c[0] 이미 풀린 퍼즐입니다.,1772343582,,0
ev3.page1.cmd0,1772343582,,"\c[14]【파이프 퍼즐】\c[0]
파이프 타일을 클릭해 회전시켜
S(시작)에서 E(끝)까지 파이프를 연결하세요.
클릭 또는 화살표+Enter로 회전.",1772343582,,0
ev4.page1.cmd0,1772343582,,"\c[3][슬라이딩 퍼즐]\c[0]
이 퍼즐로 이동하시겠습니까?",1772343582,,0
ev4.page1.cmd3.ch0,1772343582,,이동,1772343582,,0
ev4.page1.cmd3.ch1,1772343582,,취소,1772343582,,0
ev5.page1.cmd0,1772343582,,"\c[3][Lights Out]\c[0]
이 퍼즐로 이동하시겠습니까?",1772343582,,0
ev5.page1.cmd3.ch0,1772343582,,이동,1772343582,,0
ev5.page1.cmd3.ch1,1772343582,,취소,1772343582,,0
ev6.page1.cmd0,1772343582,,"\c[3][소코반]\c[0]
이 퍼즐로 이동하시겠습니까?",1772343582,,0
ev6.page1.cmd3.ch0,1772343582,,이동,1772343582,,0
ev6.page1.cmd3.ch1,1772343582,,취소,1772343582,,0
ev7.page1.cmd0,1772343582,,"\c[3][잠금장치]\c[0]
이 퍼즐로 이동하시겠습니까?",1772343582,,0
ev7.page1.cmd3.ch0,1772343582,,이동,1772343582,,0
ev7.page1.cmd3.ch1,1772343582,,취소,1772343582,,0
ev8.page1.cmd0,1772343582,,"\c[3][기억 게임]\c[0]
이 퍼즐로 이동하시겠습니까?",1772343582,,0
ev8.page1.cmd3.ch0,1772343582,,이동,1772343582,,0
ev8.page1.cmd3.ch1,1772343582,,취소,1772343582,,0
