key,ts,deleted,ko,ko_ts,en,en_ts
ev1.page1.cmd0,1772353582,,"\c[14]【잠금장치】\c[0]
다이얼을 돌려 올바른 4자리 암호를 입력하세요.
좌우 화살표로 자리 선택, 위아래로 숫자 변경.
Enter로 제출.
도전하시겠습니까?",1772353582,,0
ev1.page1.cmd6.ch0,1772353582,,도전,1772353582,,0
ev1.page1.cmd6.ch1,1772353582,,취소,1772353582,,0
ev1.page2.cmd0,1772353582,,\c[4][완료]\c[0] 이미 풀린 퍼즐입니다.,1772353582,,0
ev3.page1.cmd0,1772353582,,"\c[14]【잠금장치】\c[0]
다이얼을 돌려 올바른 4자리 암호를 입력하세요.
좌우 화살표로 자리 선택, 위아래로 숫자 변경.
Enter로 제출.",1772353582,,0
ev4.page1.cmd0,1772353582,,"\c[3][슬라이딩 퍼즐]\c[0]
이 퍼즐로 이동하시겠습니까?",1772353582,,0
ev4.page1.cmd3.ch0,1772353582,,이동,1772353582,,0
ev4.page1.cmd3.ch1,1772353582,,취소,1772353582,,0
ev5.page1.cmd0,1772353582,,"\c[3][Lights Out]\c[0]
이 퍼즐로 이동하시겠습니까?",1772353582,,0
ev5.page1.cmd3.ch0,1772353582,,이동,1772353582,,0
ev5.page1.cmd3.ch1,1772353582,,취소,1772353582,,0
ev6.page1.cmd0,1772353582,,"\c[3][소코반]\c[0]
이 퍼즐로 이동하시겠습니까?",1772353582,,0
ev6.page1.cmd3.ch0,1772353582,,이동,1772353582,,0
ev6.page1.cmd3.ch1,1772353582,,취소,1772353582,,0
ev7.page1.cmd0,1772353582,,"\c[3][기억 게임]\c[0]
이 퍼즐로 이동하시겠습니까?",1772353582,,0
ev7.page1.cmd3.ch0,1772353582,,이동,1772353582,,0
ev7.page1.cmd3.ch1,1772353582,,취소,1772353582,,0
ev8.page1.cmd0,1772353582,,"\c[3][파이프 퍼즐]\c[0]
이 퍼즐로 이동하시겠습니까?",1772353582,,0
ev8.page1.cmd3.ch0,1772353582,,이동,1772353582,,0
ev8.page1.cmd3.ch1,1772353582,,취소,1772353582,,0
