key,ts,deleted,ko,ko_ts,en,en_ts
ev1.page1.cmd0,1772355882,,"\c[14]【Lights Out】\c[0]
전구를 클릭하면 해당 칸과 상하좌우 전구가 토글됩니다.
모든 전구를 꺼주세요!
클릭/Enter로 토글, 화살표로 커서 이동.
도전하시겠습니까?",1772355882,,0
ev1.page1.cmd6.ch0,1772355882,,도전,1772355882,,0
ev1.page1.cmd6.ch1,1772355882,,취소,1772355882,,0
ev1.page2.cmd0,1772343069,,\c[4][완료]\c[0] 이미 풀린 퍼즐입니다.,1772343069,,0
ev3.page1.cmd0,1772355882,,"\c[14]【Lights Out】\c[0]
전구를 클릭하면 해당 칸과 상하좌우 전구가 토글됩니다.
모든 전구를 꺼주세요!
클릭/Enter로 토글, 화살표로 커서 이동.",1772355882,,0
ev4.page1.cmd0,1772355882,,"\c[3][슬라이딩 퍼즐]\c[0]
이 퍼즐로 이동하시겠습니까?",1772355882,,0
ev4.page1.cmd3.ch0,1772355882,,이동,1772355882,,0
ev4.page1.cmd3.ch1,1772355882,,취소,1772355882,,0
ev5.page1.cmd0,1772355882,,"\c[3][소코반]\c[0]
이 퍼즐로 이동하시겠습니까?",1772355882,,0
ev5.page1.cmd3.ch0,1772355882,,이동,1772355882,,0
ev5.page1.cmd3.ch1,1772355882,,취소,1772355882,,0
ev6.page1.cmd0,1772355882,,"\c[3][잠금장치]\c[0]
이 퍼즐로 이동하시겠습니까?",1772355882,,0
ev6.page1.cmd3.ch0,1772355882,,이동,1772355882,,0
ev6.page1.cmd3.ch1,1772355882,,취소,1772355882,,0
ev7.page1.cmd0,1772355882,,"\c[3][기억 게임]\c[0]
이 퍼즐로 이동하시겠습니까?",1772355882,,0
ev7.page1.cmd3.ch0,1772355882,,이동,1772355882,,0
ev7.page1.cmd3.ch1,1772355882,,취소,1772355882,,0
ev8.page1.cmd0,1772355882,,"\c[3][파이프 퍼즐]\c[0]
이 퍼즐로 이동하시겠습니까?",1772355882,,0
ev8.page1.cmd3.ch0,1772355882,,이동,1772355882,,0
ev8.page1.cmd3.ch1,1772355882,,취소,1772355882,,0
ev1.page1.cmd3.ch0,1772343069,1,예,1772343069,,0
ev1.page1.cmd3.ch1,1772343069,1,아니오,1772343069,,0
