key,ts,deleted,ko,ko_ts,en,en_ts
ev22.page1.cmd1,1770977052,,2222,1770977052,,0
ev22.page1.cmd6,1770978042,,22222,1770978042,,0
ev23.page1.cmd2,1770990271,,[1/47] 물결 (Wave),1770990271,,0
ev23.page1.cmd5,1770990271,,[2/47] 글리치 (Glitch),1770990271,,0
ev23.page1.cmd8,1770990271,,[3/47] 디졸브 (Dissolve),1770990271,,0
ev23.page1.cmd11,1770990271,,[4/47] 발광 (Glow),1770990271,,0
ev23.page1.cmd14,1770990271,,[5/47] 색수차 (Chromatic),1770990271,,0
ev23.page1.cmd17,1770990271,,[6/47] 픽셀화 (Pixelate),1770990271,,0
ev23.page1.cmd20,1770990271,,[7/47] 흔들림 (Shake),1770990271,,0
ev23.page1.cmd23,1770990271,,[8/47] 흐림 (Blur),1770990271,,0
ev23.page1.cmd26,1770990271,,[9/47] 무지개 (Rainbow),1770990271,,0
ev23.page1.cmd29,1770990271,,[10/47] 홀로그램 (Hologram),1770990271,,0
ev23.page1.cmd32,1770990271,,[11/47] 외곽선 (Outline),1770990271,,0
ev23.page1.cmd35,1770990271,,[12/47] 불꽃 오라 (Fire Aura),1770990271,,0
ev23.page1.cmd38,1770990271,,[13/47] 그레이스케일 (Greyscale),1770990271,,0
ev23.page1.cmd41,1770990271,,[14/47] 네거티브 (Negative),1770990271,,0
ev23.page1.cmd44,1770990271,,[15/47] 히트 플래시 (Hit Effect),1770990271,,0
ev23.page1.cmd47,1770990271,,[16/47] 광택 (Shine),1770990271,,0
ev23.page1.cmd50,1770990271,,[17/47] 깜빡임 (Flicker),1770990271,,0
ev23.page1.cmd53,1770990271,,[18/47] 그래디언트 (Gradient),1770990271,,0
ev23.page1.cmd56,1770990271,,[19/47] 2색 그래디언트 (Gradient 2Col),1770990271,,0
ev23.page1.cmd59,1770990271,,[20/47] 방사형 그래디언트 (Radial Gradient),1770990271,,0
ev23.page1.cmd62,1770990271,,[21/47] 색상 스왑 (Color Swap),1770990271,,0
ev23.page1.cmd65,1770990271,,[22/47] HSV 시프트 (HSV),1770990271,,0
ev23.page1.cmd68,1770990271,,[23/47] 명도/대비 (Contrast),1770990271,,0
ev23.page1.cmd71,1770990271,,[24/47] 모션 블러 (Motion Blur),1770990271,,0
ev23.page1.cmd74,1770990271,,[25/47] 고스트 (Ghost),1770990271,,0
ev23.page1.cmd77,1770990271,,[26/47] 드롭 섀도우 (Shadow),1770990271,,0
ev23.page1.cmd80,1770990271,,[27/47] 손그림 (Doodle),1770990271,,0
ev23.page1.cmd83,1770990271,,[28/47] 워프 (Warp),1770990271,,0
ev23.page1.cmd86,1770990271,,[29/47] 트위스트 (Twist),1770990271,,0
ev23.page1.cmd89,1770990271,,[30/47] 원형 파동 (Round Wave),1770990271,,0
ev23.page1.cmd92,1770990271,,[31/47] 어안 렌즈 (Fisheye),1770990271,,0
ev23.page1.cmd95,1770990271,,[32/47] 핀치 (Pinch),1770990271,,0
ev23.page1.cmd98,1770990271,,[33/47] 오버레이 (Overlay),1770990271,,0
ev23.page1.cmd101,1770990271,,[34/47] 바람 (Wind),1770990271,,0
ev23.page1.cmd104,1770990271,,[35/47] 텍스처 스크롤 (Texture Scroll),1770990271,,0
ev23.page1.cmd107,1770990271,,[36/47] UV 줌 (Zoom UV),1770990271,,0
ev23.page1.cmd110,1770990271,,[37/47] UV 회전 (Rotate UV),1770990271,,0
ev23.page1.cmd113,1770990271,,[38/47] 극좌표 변환 (Polar UV),1770990271,,0
ev23.page1.cmd116,1770990271,,[39/47] UV 오프셋 (Offset UV),1770990271,,0
ev23.page1.cmd119,1770990271,,[40/47] 사각형 클리핑 (Clipping),1770990271,,0
ev23.page1.cmd122,1770990271,,[41/47] 방사형 클리핑 (Radial Clipping),1770990271,,0
ev23.page1.cmd125,1770990271,,[42/47] 내부 아웃라인 (Inner Outline),1770990271,,0
ev23.page1.cmd128,1770990271,,[43/47] 알파 아웃라인 (Alpha Outline),1770990271,,0
ev23.page1.cmd131,1770990271,,[44/47] 왜곡 (Distort),1770990271,,0
ev23.page1.cmd134,1770990271,,[45/47] 컬러 램프 (Color Ramp),1770990271,,0
ev23.page1.cmd137,1770990271,,[46/47] 외곽선만 (Only Outline),1770990271,,0
ev23.page1.cmd140,1770990271,,[47/47] UV 떨림 (Shake UV),1770990271,,0
ev25.page1.cmd0,1771082228,,"\C[4]용암 지대\C[0]
발밑의 열기가 너무 뜨겁다...
지형 데미지를 비활성화할까?",1771082228,,0
ev25.page1.cmd4.ch0,1771082228,,예,1771082228,,0
ev25.page1.cmd4.ch1,1771082228,,아니오,1771082228,,0
ev25.page1.cmd9,1771082228,,\C[3]지형 데미지를 비활성화했다!\C[0],1771082228,,0
ev25.page2.cmd0,1771082228,,"\C[4]용암 지대\C[0]
지형 데미지가 현재 \C[2]비활성화\C[0] 상태다.
다시 활성화할까?",1771082228,,0
ev25.page2.cmd4.ch0,1771082228,,예,1771082228,,0
ev25.page2.cmd4.ch1,1771082228,,아니오,1771082228,,0
ev25.page2.cmd9,1771082228,,\C[18]지형 데미지를 다시 활성화했다.\C[0],1771082228,,0
ev25.page1.cmd1,1771048006,1,11111,1771048006,,0
ev25.page1.cmd4,1771048006,1,2222,1771048006,,0
ev25.page1.cmd7,1771048006,1,3333,1771048006,,0
ev25.page1.cmd2,1771032079,1,11111,1771032079,,0
