key,ts,deleted,ko,ko_ts,en,en_ts
ev1.page1.cmd0,1772353651,,"\c[14]【기억 게임】\c[0]
버튼 점등 순서를 기억하고 같은 순서로 눌러주세요.
Q/W/A/S 키 또는 마우스 클릭으로 입력.
5라운드를 달성하면 완료!
도전하시겠습니까?",1772353651,,0
ev1.page1.cmd6.ch0,1772353651,,도전,1772353651,,0
ev1.page1.cmd6.ch1,1772353651,,취소,1772353651,,0
ev1.page2.cmd0,1772353651,,\c[4][완료]\c[0] 이미 풀린 퍼즐입니다.,1772353651,,0
ev3.page1.cmd0,1772353651,,"\c[14]【기억 게임】\c[0]
버튼 점등 순서를 기억하고 같은 순서로 눌러주세요.
Q/W/A/S 키 또는 마우스 클릭으로 입력.
5라운드를 달성하면 완료!",1772353651,,0
ev4.page1.cmd0,1772353651,,"\c[3][슬라이딩 퍼즐]\c[0]
이 퍼즐로 이동하시겠습니까?",1772353651,,0
ev4.page1.cmd3.ch0,1772353651,,이동,1772353651,,0
ev4.page1.cmd3.ch1,1772353651,,취소,1772353651,,0
ev5.page1.cmd0,1772353651,,"\c[3][Lights Out]\c[0]
이 퍼즐로 이동하시겠습니까?",1772353651,,0
ev5.page1.cmd3.ch0,1772353651,,이동,1772353651,,0
ev5.page1.cmd3.ch1,1772353651,,취소,1772353651,,0
ev6.page1.cmd0,1772353651,,"\c[3][소코반]\c[0]
이 퍼즐로 이동하시겠습니까?",1772353651,,0
ev6.page1.cmd3.ch0,1772353651,,이동,1772353651,,0
ev6.page1.cmd3.ch1,1772353651,,취소,1772353651,,0
ev7.page1.cmd0,1772353651,,"\c[3][잠금장치]\c[0]
이 퍼즐로 이동하시겠습니까?",1772353651,,0
ev7.page1.cmd3.ch0,1772353651,,이동,1772353651,,0
ev7.page1.cmd3.ch1,1772353651,,취소,1772353651,,0
ev8.page1.cmd0,1772353651,,"\c[3][파이프 퍼즐]\c[0]
이 퍼즐로 이동하시겠습니까?",1772353651,,0
ev8.page1.cmd3.ch0,1772353651,,이동,1772353651,,0
ev8.page1.cmd3.ch1,1772353651,,취소,1772353651,,0
