key,ts,deleted,ko,ko_ts,en,en_ts
ev1.page1.cmd0,1772358766,,"\c[14]【낚시】\c[0]
게이지가 목표 구간에 있을 때 Z키를 누르세요.
물고기를 낚으면 성공!",1772358766,,0
ev1.page1.cmd4.ch0,1772358766,,이동,1772358766,,0
ev1.page1.cmd4.ch1,1772358766,,취소,1772358766,,0
ev1.page2.cmd0,1772358766,,\c[4][완료]\c[0] 이미 낚은 물고기가 있습니다.,1772358766,,0
ev3.page1.cmd0,1772358766,,"\c[14]【낚시】\c[0]
수직 게이지의 인디케이터가 목표 구간에 있을 때
Z 또는 Enter 키를 눌러 물고기를 낚으세요!",1772358766,,0
ev4.page1.cmd0,1772358766,,"\c[3][슬라이딩 퍼즐]\c[0]
이 미니게임으로 이동하시겠습니까?",1772358766,,0
ev4.page1.cmd3.ch0,1772358766,,이동,1772358766,,0
ev4.page1.cmd3.ch1,1772358766,,취소,1772358766,,0
ev5.page1.cmd0,1772358766,,"\c[3][Lights Out]\c[0]
이 미니게임으로 이동하시겠습니까?",1772358766,,0
ev5.page1.cmd3.ch0,1772358766,,이동,1772358766,,0
ev5.page1.cmd3.ch1,1772358766,,취소,1772358766,,0
ev6.page1.cmd0,1772358766,,"\c[3][소코반]\c[0]
이 미니게임으로 이동하시겠습니까?",1772358766,,0
ev6.page1.cmd3.ch0,1772358766,,이동,1772358766,,0
ev6.page1.cmd3.ch1,1772358766,,취소,1772358766,,0
ev7.page1.cmd0,1772358766,,"\c[3][잠금장치]\c[0]
이 미니게임으로 이동하시겠습니까?",1772358766,,0
ev7.page1.cmd3.ch0,1772358766,,이동,1772358766,,0
ev7.page1.cmd3.ch1,1772358766,,취소,1772358766,,0
ev8.page1.cmd0,1772358766,,"\c[3][기억 게임]\c[0]
이 미니게임으로 이동하시겠습니까?",1772358766,,0
ev8.page1.cmd3.ch0,1772358766,,이동,1772358766,,0
ev8.page1.cmd3.ch1,1772358766,,취소,1772358766,,0
ev9.page1.cmd0,1772358766,,"\c[3][얼음 미끄럼]\c[0]
이 미니게임으로 이동하시겠습니까?",1772358766,,0
ev9.page1.cmd3.ch0,1772358766,,이동,1772358766,,0
ev9.page1.cmd3.ch1,1772358766,,취소,1772358766,,0
