key,ts,deleted,ko,ko_ts,en,en_ts
ev1.page1.cmd0,1772353545,,"\c[14]【슬라이딩 퍼즐】\c[0]
숫자 타일을 밀어 1~8 순서로 정렬하세요.
화살표키 또는 타일 클릭으로 빈칸 방향으로 이동.
최소 이동 횟수로 도전해보세요!
도전하시겠습니까?",1772353545,,0
ev1.page1.cmd6.ch0,1772353545,,도전,1772353545,,0
ev1.page1.cmd6.ch1,1772353545,,취소,1772353545,,0
ev1.page2.cmd0,1772342857,,\c[4][완료]\c[0] 이미 풀린 퍼즐입니다.,1772342857,,0
ev3.page1.cmd0,1772353545,,"\c[14]【슬라이딩 퍼즐】\c[0]
숫자 타일을 밀어 1~8 순서로 정렬하세요.
화살표키 또는 타일 클릭으로 빈칸 방향으로 이동.
최소 이동 횟수로 도전해보세요!",1772353545,,0
ev4.page1.cmd0,1772353545,,"\c[3][Lights Out]\c[0]
이 퍼즐로 이동하시겠습니까?",1772353545,,0
ev4.page1.cmd3.ch0,1772353545,,이동,1772353545,,0
ev4.page1.cmd3.ch1,1772353545,,취소,1772353545,,0
ev5.page1.cmd0,1772353545,,"\c[3][소코반]\c[0]
이 퍼즐로 이동하시겠습니까?",1772353545,,0
ev5.page1.cmd3.ch0,1772353545,,이동,1772353545,,0
ev5.page1.cmd3.ch1,1772353545,,취소,1772353545,,0
ev6.page1.cmd0,1772353545,,"\c[3][잠금장치]\c[0]
이 퍼즐로 이동하시겠습니까?",1772353545,,0
ev6.page1.cmd3.ch0,1772353545,,이동,1772353545,,0
ev6.page1.cmd3.ch1,1772353545,,취소,1772353545,,0
ev7.page1.cmd0,1772353545,,"\c[3][기억 게임]\c[0]
이 퍼즐로 이동하시겠습니까?",1772353545,,0
ev7.page1.cmd3.ch0,1772353545,,이동,1772353545,,0
ev7.page1.cmd3.ch1,1772353545,,취소,1772353545,,0
ev8.page1.cmd0,1772353545,,"\c[3][파이프 퍼즐]\c[0]
이 퍼즐로 이동하시겠습니까?",1772353545,,0
ev8.page1.cmd3.ch0,1772353545,,이동,1772353545,,0
ev8.page1.cmd3.ch1,1772353545,,취소,1772353545,,0
ev1.page1.cmd3.ch0,1772342857,1,예,1772342857,,0
ev1.page1.cmd3.ch1,1772342857,1,아니오,1772342857,,0
